"ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALTHM","AVERAGETHM"
"95111",3,2019,"Gas- Commercial","Y",0,0,NA
"95112",2,2019,"Gas- Commercial","Y",1314,570635,434
"95113",1,2019,"Gas- Commercial","Y",0,0,NA
"95113",3,2019,"Gas- Commercial","Y",0,0,NA
"95116",2,2019,"Gas- Commercial","Y",1012,460264,455
"95117",1,2019,"Gas- Commercial","N",125,48347,387
"95117",3,2019,"Gas- Commercial","N",125,43666,349
"95118",2,2019,"Gas- Commercial","N",261,136170,522
"95119",1,2019,"Gas- Commercial","Y",0,0,NA
"95119",3,2019,"Gas- Commercial","Y",0,0,NA
"95120",2,2019,"Gas- Commercial","Y",0,0,NA
"95121",1,2019,"Gas- Commercial","Y",260,149387,575
"95121",3,2019,"Gas- Commercial","Y",264,154766,586
"95122",2,2019,"Gas- Commercial","Y",0,0,NA
"95123",1,2019,"Gas- Commercial","Y",799,369270,462
"95123",3,2019,"Gas- Commercial","Y",1246,568583,456
"95124",2,2019,"Gas- Commercial","N",451,163614,363
"95125",1,2019,"Gas- Commercial","N",733,187976,256
"95125",3,2019,"Gas- Commercial","N",736,169198,230
"95126",2,2019,"Gas- Commercial","N",567,232272,410
"95127",1,2019,"Gas- Commercial","N",259,120929,467
"95127",3,2019,"Gas- Commercial","N",260,116546,448
"95128",2,2019,"Gas- Commercial","N",565,233461,413
"95129",1,2019,"Gas- Commercial","Y",0,0,NA
"95129",3,2019,"Gas- Commercial","Y",0,0,NA
"95130",2,2019,"Gas- Commercial","Y",0,0,NA
"95131",1,2019,"Gas- Commercial","N",926,444434,480
"95131",3,2019,"Gas- Commercial","N",929,355401,383
"95132",2,2019,"Gas- Commercial","Y",0,0,NA
"95133",1,2019,"Gas- Commercial","Y",0,0,NA
"95133",3,2019,"Gas- Commercial","Y",0,0,NA
"95134",2,2019,"Gas- Commercial","Y",0,0,NA
"95135",1,2019,"Gas- Commercial","Y",0,0,NA
"95135",3,2019,"Gas- Commercial","Y",0,0,NA
"95136",2,2019,"Gas- Commercial","N",172,69735,405
"95138",1,2019,"Gas- Commercial","Y",163,180901,1110
"95138",3,2019,"Gas- Commercial","Y",206,192718,936
"95139",2,2019,"Gas- Commercial","Y",0,0,NA
"95148",1,2019,"Gas- Commercial","Y",0,0,NA
"95148",3,2019,"Gas- Commercial","Y",0,0,NA
"95192",2,2019,"Gas- Commercial","Y",0,0,NA
"95202",1,2019,"Gas- Commercial","Y",0,0,NA
"95202",3,2019,"Gas- Commercial","Y",0,0,NA
"95203",2,2019,"Gas- Commercial","Y",0,0,NA
"95204",1,2019,"Gas- Commercial","Y",693,309014,446
"95204",3,2019,"Gas- Commercial","Y",693,242573,350
"95205",2,2019,"Gas- Commercial","Y",2023,975760,482
"95206",1,2019,"Gas- Commercial","N",495,364785,737
"95206",3,2019,"Gas- Commercial","N",493,272576,553
"95207",2,2019,"Gas- Commercial","Y",1505,615175,409
"95209",1,2019,"Gas- Commercial","Y",0,0,NA
"95209",3,2019,"Gas- Commercial","N",192,58122,303
"95210",2,2019,"Gas- Commercial","Y",0,0,NA
"95211",1,2019,"Gas- Commercial","Y",0,0,NA
"95211",3,2019,"Gas- Commercial","Y",0,0,NA
"95212",2,2019,"Gas- Commercial","N",129,66661,517
"95215",1,2019,"Gas- Commercial","Y",0,0,NA
"95215",3,2019,"Gas- Commercial","Y",0,0,NA
"95219",2,2019,"Gas- Commercial","N",295,110614,375
"95220",1,2019,"Gas- Commercial","Y",0,0,NA
"95220",3,2019,"Gas- Commercial","Y",0,0,NA
"95231",2,2019,"Gas- Commercial","Y",0,0,NA
"95236",1,2019,"Gas- Commercial","Y",0,0,NA
"95236",3,2019,"Gas- Commercial","Y",0,0,NA
"95237",2,2019,"Gas- Commercial","Y",0,0,NA
"95240",1,2019,"Gas- Commercial","Y",1175,508797,433
"95240",3,2019,"Gas- Commercial","N",1047,393918,376
"95242",2,2019,"Gas- Commercial","Y",404,211927,525
"95249",1,2019,"Gas- Commercial","Y",0,0,NA
"95249",3,2019,"Gas- Commercial","Y",0,0,NA
"95252",2,2019,"Gas- Commercial","Y",0,0,NA
"95258",1,2019,"Gas- Commercial","Y",0,0,NA
"95258",3,2019,"Gas- Commercial","Y",0,0,NA
"95301",2,2019,"Gas- Commercial","Y",0,0,NA
"95304",1,2019,"Gas- Commercial","N",275,165812,603
"95304",3,2019,"Gas- Commercial","Y",0,0,NA
"95307",2,2019,"Gas- Commercial","Y",0,0,NA
"95310",1,2019,"Gas- Commercial","Y",0,0,NA
"95310",3,2019,"Gas- Commercial","Y",0,0,NA
"95313",2,2019,"Gas- Commercial","Y",0,0,NA
"95315",1,2019,"Gas- Commercial","Y",0,0,NA
"95315",3,2019,"Gas- Commercial","Y",0,0,NA
"95316",2,2019,"Gas- Commercial","Y",0,0,NA
"95320",1,2019,"Gas- Commercial","Y",0,0,NA
"95320",3,2019,"Gas- Commercial","Y",0,0,NA
"95322",2,2019,"Gas- Commercial","Y",0,0,NA
"95323",1,2019,"Gas- Commercial","Y",0,0,NA
"95323",3,2019,"Gas- Commercial","Y",0,0,NA
"95324",2,2019,"Gas- Commercial","Y",0,0,NA
"95326",1,2019,"Gas- Commercial","Y",0,0,NA
"95326",3,2019,"Gas- Commercial","Y",0,0,NA
"95328",2,2019,"Gas- Commercial","Y",0,0,NA
"95330",1,2019,"Gas- Commercial","Y",0,0,NA
"95330",3,2019,"Gas- Commercial","Y",0,0,NA
"95333",2,2019,"Gas- Commercial","Y",0,0,NA
"95334",1,2019,"Gas- Commercial","Y",0,0,NA
"95334",3,2019,"Gas- Commercial","Y",0,0,NA
"95336",2,2019,"Gas- Commercial","Y",720,281812,391
"95337",1,2019,"Gas- Commercial","Y",541,435705,805
"95337",3,2019,"Gas- Commercial","Y",0,0,NA
"95340",2,2019,"Gas- Commercial","Y",2038,934830,459
"95341",1,2019,"Gas- Commercial","Y",0,0,NA
"95341",3,2019,"Gas- Commercial","Y",0,0,NA
"95348",2,2019,"Gas- Commercial","Y",0,0,NA
"95350",1,2019,"Gas- Commercial","Y",4941,3133306,634
"95350",3,2019,"Gas- Commercial","Y",7909,3355845,424
"95351",2,2019,"Gas- Commercial","Y",0,0,NA
"95354",1,2019,"Gas- Commercial","Y",0,0,NA
"95354",3,2019,"Gas- Commercial","Y",0,0,NA
"95355",2,2019,"Gas- Commercial","Y",0,0,NA
"95356",1,2019,"Gas- Commercial","Y",1603,676964,422
"95356",3,2019,"Gas- Commercial","Y",0,0,NA
"95357",2,2019,"Gas- Commercial","Y",0,0,NA
"95358",1,2019,"Gas- Commercial","Y",0,0,NA
"95358",3,2019,"Gas- Commercial","Y",0,0,NA
"95360",2,2019,"Gas- Commercial","Y",0,0,NA
"95361",1,2019,"Gas- Commercial","Y",0,0,NA
"95361",3,2019,"Gas- Commercial","Y",0,0,NA
"95363",2,2019,"Gas- Commercial","Y",345,138152,400
"95365",1,2019,"Gas- Commercial","Y",0,0,NA
"95365",3,2019,"Gas- Commercial","Y",0,0,NA
"95366",2,2019,"Gas- Commercial","N",210,114148,544
"95367",1,2019,"Gas- Commercial","Y",0,0,NA
"95367",3,2019,"Gas- Commercial","Y",0,0,NA
"95368",2,2019,"Gas- Commercial","Y",0,0,NA
"95376",1,2019,"Gas- Commercial","Y",790,372626,472
"95376",3,2019,"Gas- Commercial","Y",1065,419562,394
"95377",2,2019,"Gas- Commercial","Y",0,0,NA
"95380",1,2019,"Gas- Commercial","Y",0,0,NA
"95380",3,2019,"Gas- Commercial","Y",0,0,NA
"95382",2,2019,"Gas- Commercial","Y",0,0,NA
"95385",1,2019,"Gas- Commercial","Y",0,0,NA
"95385",3,2019,"Gas- Commercial","Y",0,0,NA
"95386",2,2019,"Gas- Commercial","N",77,17818,231
"95388",1,2019,"Gas- Commercial","Y",0,0,NA
"95388",3,2019,"Gas- Commercial","Y",0,0,NA
"95391",2,2019,"Gas- Commercial","Y",0,0,NA
"95401",1,2019,"Gas- Commercial","Y",1016,436352,429
"95401",3,2019,"Gas- Commercial","Y",1016,414030,408
"95403",2,2019,"Gas- Commercial","Y",1180,546881,463
"95404",1,2019,"Gas- Commercial","Y",2747,1028475,374
"95404",3,2019,"Gas- Commercial","Y",1295,405186,313
"95405",2,2019,"Gas- Commercial","N",382,126221,330
"95407",1,2019,"Gas- Commercial","Y",0,0,NA
"95407",3,2019,"Gas- Commercial","Y",1464,628746,429
"95409",2,2019,"Gas- Commercial","Y",0,0,NA
"95425",1,2019,"Gas- Commercial","Y",0,0,NA
"95425",3,2019,"Gas- Commercial","Y",0,0,NA
"95436",2,2019,"Gas- Commercial","N",57,8461,148
"95439",1,2019,"Gas- Commercial","Y",0,0,NA
"95439",3,2019,"Gas- Commercial","Y",0,0,NA
"95441",2,2019,"Gas- Commercial","Y",0,0,NA
"95442",1,2019,"Gas- Commercial","Y",0,0,NA
"95442",3,2019,"Gas- Commercial","Y",0,0,NA
"95444",2,2019,"Gas- Commercial","Y",0,0,NA
"95448",1,2019,"Gas- Commercial","Y",667,257480,386
"95448",3,2019,"Gas- Commercial","Y",667,231859,348
"95449",2,2019,"Gas- Commercial","Y",0,0,NA
"95452",1,2019,"Gas- Commercial","Y",0,0,NA
"95452",3,2019,"Gas- Commercial","Y",0,0,NA
"95470",2,2019,"Gas- Commercial","Y",0,0,NA
"95472",1,2019,"Gas- Commercial","Y",0,0,NA
"95472",3,2019,"Gas- Commercial","Y",0,0,NA
"95476",2,2019,"Gas- Commercial","Y",770,249577,324
"95482",1,2019,"Gas- Commercial","Y",1151,413078,359
"95482",3,2019,"Gas- Commercial","Y",1151,366174,318
"95490",2,2019,"Gas- Commercial","N",262,123515,471
"95492",1,2019,"Gas- Commercial","Y",0,0,NA
"95492",3,2019,"Gas- Commercial","Y",0,0,NA
"95501",2,2019,"Gas- Commercial","Y",1892,726510,384
"95503",1,2019,"Gas- Commercial","N",265,88169,333
"95503",3,2019,"Gas- Commercial","N",263,80421,306
"95519",2,2019,"Gas- Commercial","Y",0,0,NA
"95521",1,2019,"Gas- Commercial","Y",0,0,NA
"95521",3,2019,"Gas- Commercial","Y",0,0,NA
"95524",2,2019,"Gas- Commercial","Y",0,0,NA
"95525",1,2019,"Gas- Commercial","Y",0,0,NA
"95525",3,2019,"Gas- Commercial","Y",0,0,NA
"95526",2,2019,"Gas- Commercial","Y",0,0,NA
"95528",1,2019,"Gas- Commercial","Y",0,0,NA
"95528",3,2019,"Gas- Commercial","Y",0,0,NA
"95540",2,2019,"Gas- Commercial","Y",443,126816,286
"95547",1,2019,"Gas- Commercial","Y",0,0,NA
"95547",3,2019,"Gas- Commercial","Y",0,0,NA
"95551",2,2019,"Gas- Commercial","Y",0,0,NA
"95552",1,2019,"Gas- Commercial","Y",0,0,NA
"95552",3,2019,"Gas- Commercial","Y",0,0,NA
"95562",2,2019,"Gas- Commercial","Y",0,0,NA
"95564",1,2019,"Gas- Commercial","Y",0,0,NA
"95564",3,2019,"Gas- Commercial","Y",0,0,NA
"95565",2,2019,"Gas- Commercial","Y",0,0,NA
"95602",1,2019,"Gas- Commercial","Y",0,0,NA
"95602",3,2019,"Gas- Commercial","Y",0,0,NA
"95603",2,2019,"Gas- Commercial","Y",4761,2784567,585
"95605",1,2019,"Gas- Commercial","Y",0,0,NA
"95605",3,2019,"Gas- Commercial","Y",0,0,NA
"95608",2,2019,"Gas- Commercial","N",528,280236,531
"95610",1,2019,"Gas- Commercial","Y",942,379091,402
"95610",3,2019,"Gas- Commercial","Y",943,321480,341
"95612",2,2019,"Gas- Commercial","Y",0,0,NA
"95616",1,2019,"Gas- Commercial","Y",1909,947526,496
"95616",3,2019,"Gas- Commercial","Y",1919,811908,423
"95618",2,2019,"Gas- Commercial","Y",0,0,NA
"95620",1,2019,"Gas- Commercial","Y",296,87495,296
"95620",3,2019,"Gas- Commercial","Y",298,76979,258
"95621",2,2019,"Gas- Commercial","N",188,100613,535
"95624",1,2019,"Gas- Commercial","Y",514,247411,481
"95624",3,2019,"Gas- Commercial","Y",515,196590,382
"95626",2,2019,"Gas- Commercial","Y",0,0,NA
"95627",1,2019,"Gas- Commercial","Y",0,0,NA
"95627",3,2019,"Gas- Commercial","Y",0,0,NA
"95628",2,2019,"Gas- Commercial","Y",0,0,NA
"95630",1,2019,"Gas- Commercial","N",1043,594893,570
"95630",3,2019,"Gas- Commercial","N",1045,503492,482
"95632",2,2019,"Gas- Commercial","Y",0,0,NA
"95635",1,2019,"Gas- Commercial","Y",0,0,NA
"95635",3,2019,"Gas- Commercial","Y",0,0,NA
"95637",2,2019,"Gas- Commercial","Y",0,0,NA
"95640",1,2019,"Gas- Commercial","Y",0,0,NA
"95640",3,2019,"Gas- Commercial","Y",0,0,NA
"95641",2,2019,"Gas- Commercial","Y",0,0,NA
"95642",1,2019,"Gas- Commercial","Y",661,236144,357
"95642",3,2019,"Gas- Commercial","Y",784,252523,322
"95648",2,2019,"Gas- Commercial","Y",0,0,NA
"95650",1,2019,"Gas- Commercial","Y",0,0,NA
"95650",3,2019,"Gas- Commercial","Y",0,0,NA
"95652",2,2019,"Gas- Commercial","Y",0,0,NA
"95658",1,2019,"Gas- Commercial","Y",0,0,NA
"95658",3,2019,"Gas- Commercial","Y",0,0,NA
"95660",2,2019,"Gas- Commercial","Y",522,367519,704
"95661",1,2019,"Gas- Commercial","N",654,428326,655
"95661",3,2019,"Gas- Commercial","Y",851,404093,475
"95662",2,2019,"Gas- Commercial","Y",0,0,NA
"95663",1,2019,"Gas- Commercial","Y",0,0,NA
"95663",3,2019,"Gas- Commercial","Y",0,0,NA
"95667",2,2019,"Gas- Commercial","Y",0,0,NA
"95670",1,2019,"Gas- Commercial","N",535,377758,706
"95670",3,2019,"Gas- Commercial","N",535,295984,553
"95673",2,2019,"Gas- Commercial","Y",165,93341,566
"95677",1,2019,"Gas- Commercial","Y",786,205114,261
"95677",3,2019,"Gas- Commercial","N",570,119864,210
"95678",2,2019,"Gas- Commercial","Y",0,0,NA
"95681",1,2019,"Gas- Commercial","Y",0,0,NA
"95681",3,2019,"Gas- Commercial","Y",0,0,NA
"95685",2,2019,"Gas- Commercial","Y",0,0,NA
"95687",1,2019,"Gas- Commercial","Y",0,0,NA
"95687",3,2019,"Gas- Commercial","Y",0,0,NA
"95688",2,2019,"Gas- Commercial","Y",1124,692010,616
"95691",1,2019,"Gas- Commercial","Y",0,0,NA
"95691",3,2019,"Gas- Commercial","Y",0,0,NA
"95692",2,2019,"Gas- Commercial","Y",0,0,NA
"95694",1,2019,"Gas- Commercial","Y",0,0,NA
"95694",3,2019,"Gas- Commercial","Y",0,0,NA
"95695",2,2019,"Gas- Commercial","Y",0,0,NA
"95698",1,2019,"Gas- Commercial","Y",0,0,NA
"95698",3,2019,"Gas- Commercial","Y",0,0,NA
"95720",2,2019,"Gas- Commercial","Y",0,0,NA
"95722",1,2019,"Gas- Commercial","Y",0,0,NA
"95722",3,2019,"Gas- Commercial","Y",0,0,NA
"95742",2,2019,"Gas- Commercial","N",253,145856,577
"95746",1,2019,"Gas- Commercial","N",199,59101,297
"95746",3,2019,"Gas- Commercial","Y",0,0,NA
"95747",2,2019,"Gas- Commercial","Y",0,0,NA
"95757",1,2019,"Gas- Commercial","Y",0,0,NA
"95757",3,2019,"Gas- Commercial","Y",0,0,NA
"95758",2,2019,"Gas- Commercial","Y",666,522104,784
"95762",1,2019,"Gas- Commercial","Y",487,186004,382
"95762",3,2019,"Gas- Commercial","Y",484,157785,326
"95765",2,2019,"Gas- Commercial","Y",0,0,NA
"95776",1,2019,"Gas- Commercial","Y",0,0,NA
"95776",3,2019,"Gas- Commercial","Y",0,0,NA
"95811",2,2019,"Gas- Commercial","N",246,96971,394
"95814",1,2019,"Gas- Commercial","N",634,700188,1104
"95814",3,2019,"Gas- Commercial","N",639,552913,865
"95815",2,2019,"Gas- Commercial","Y",744,471430,634
"95816",1,2019,"Gas- Commercial","Y",736,425654,578
"95816",3,2019,"Gas- Commercial","Y",735,345065,469
"95817",2,2019,"Gas- Commercial","N",151,100391,665
"95818",1,2019,"Gas- Commercial","N",331,151438,458
"95818",3,2019,"Gas- Commercial","N",332,122423,369
"95819",2,2019,"Gas- Commercial","Y",0,0,NA
"95820",1,2019,"Gas- Commercial","Y",576,269920,469
"95820",3,2019,"Gas- Commercial","Y",577,224472,389
"95821",2,2019,"Gas- Commercial","N",393,172578,439
"95822",1,2019,"Gas- Commercial","Y",534,299787,561
"95822",3,2019,"Gas- Commercial","Y",535,259120,484
"95823",2,2019,"Gas- Commercial","N",654,374272,572
"95824",1,2019,"Gas- Commercial","Y",0,0,NA
"95824",3,2019,"Gas- Commercial","Y",0,0,NA
"95825",2,2019,"Gas- Commercial","Y",898,453760,505
"95826",1,2019,"Gas- Commercial","Y",723,455938,631
"95826",3,2019,"Gas- Commercial","Y",725,327138,451
"95827",2,2019,"Gas- Commercial","Y",0,0,NA
"95828",1,2019,"Gas- Commercial","Y",0,0,NA
"95828",3,2019,"Gas- Commercial","Y",0,0,NA
"95829",2,2019,"Gas- Commercial","Y",0,0,NA
"95830",1,2019,"Gas- Commercial","Y",0,0,NA
"95830",3,2019,"Gas- Commercial","Y",0,0,NA
"95831",2,2019,"Gas- Commercial","Y",0,0,NA
"95832",1,2019,"Gas- Commercial","Y",0,0,NA
"95832",3,2019,"Gas- Commercial","Y",0,0,NA
"95833",2,2019,"Gas- Commercial","Y",0,0,NA
"95834",1,2019,"Gas- Commercial","Y",1929,1253412,650
"95834",3,2019,"Gas- Commercial","Y",1935,946670,489
"95835",2,2019,"Gas- Commercial","Y",0,0,NA
"95836",1,2019,"Gas- Commercial","Y",0,0,NA
"95836",3,2019,"Gas- Commercial","Y",0,0,NA
"95837",2,2019,"Gas- Commercial","Y",0,0,NA
"95838",1,2019,"Gas- Commercial","Y",0,0,NA
"95838",3,2019,"Gas- Commercial","Y",0,0,NA
"95841",2,2019,"Gas- Commercial","N",317,135050,426
"95842",1,2019,"Gas- Commercial","Y",0,0,NA
"95842",3,2019,"Gas- Commercial","Y",0,0,NA
"95843",2,2019,"Gas- Commercial","N",106,56027,529
"95864",1,2019,"Gas- Commercial","Y",0,0,NA
"95864",3,2019,"Gas- Commercial","Y",0,0,NA
"95901",2,2019,"Gas- Commercial","Y",0,0,NA
"95903",1,2019,"Gas- Commercial","Y",0,0,NA
"95903",3,2019,"Gas- Commercial","Y",0,0,NA
"95912",2,2019,"Gas- Commercial","Y",0,0,NA
"95917",1,2019,"Gas- Commercial","Y",0,0,NA
"95917",3,2019,"Gas- Commercial","Y",0,0,NA
"95920",2,2019,"Gas- Commercial","Y",0,0,NA
"95926",1,2019,"Gas- Commercial","Y",0,0,NA
"95926",3,2019,"Gas- Commercial","N",1027,234375,228
"95928",2,2019,"Gas- Commercial","Y",1151,410436,357
"95932",1,2019,"Gas- Commercial","Y",0,0,NA
"95932",3,2019,"Gas- Commercial","Y",0,0,NA
"95937",2,2019,"Gas- Commercial","Y",0,0,NA
"95938",1,2019,"Gas- Commercial","Y",0,0,NA
"95938",3,2019,"Gas- Commercial","Y",0,0,NA
"95943",2,2019,"Gas- Commercial","Y",0,0,NA
"95945",1,2019,"Gas- Commercial","N",792,285706,361
"95945",3,2019,"Gas- Commercial","N",788,267743,340
"95946",2,2019,"Gas- Commercial","Y",0,0,NA
"95948",1,2019,"Gas- Commercial","Y",0,0,NA
"95948",3,2019,"Gas- Commercial","Y",0,0,NA
"95949",2,2019,"Gas- Commercial","Y",0,0,NA
"95951",1,2019,"Gas- Commercial","Y",0,0,NA
"95951",3,2019,"Gas- Commercial","Y",0,0,NA
"95953",2,2019,"Gas- Commercial","Y",0,0,NA
"95955",1,2019,"Gas- Commercial","Y",0,0,NA
"95955",3,2019,"Gas- Commercial","Y",0,0,NA
"95957",2,2019,"Gas- Commercial","Y",0,0,NA
"95959",1,2019,"Gas- Commercial","N",325,91840,283
"95959",3,2019,"Gas- Commercial","N",326,81813,251
"95961",2,2019,"Gas- Commercial","Y",0,0,NA
"95963",1,2019,"Gas- Commercial","Y",610,211545,347
"95963",3,2019,"Gas- Commercial","Y",612,186657,305
"95965",2,2019,"Gas- Commercial","Y",862,342447,397
"95966",1,2019,"Gas- Commercial","Y",0,0,NA
"95966",3,2019,"Gas- Commercial","Y",0,0,NA
"95968",2,2019,"Gas- Commercial","Y",0,0,NA
"95969",1,2019,"Gas- Commercial","Y",0,0,NA
"95969",3,2019,"Gas- Commercial","Y",0,0,NA
"95970",2,2019,"Gas- Commercial","Y",0,0,NA
"95973",1,2019,"Gas- Commercial","N",463,98899,214
"95973",3,2019,"Gas- Commercial","N",461,76260,165
"95975",2,2019,"Gas- Commercial","Y",0,0,NA
"95982",1,2019,"Gas- Commercial","Y",0,0,NA
"95982",3,2019,"Gas- Commercial","Y",0,0,NA
"95987",2,2019,"Gas- Commercial","Y",0,0,NA
"95988",1,2019,"Gas- Commercial","Y",0,0,NA
"95988",3,2019,"Gas- Commercial","Y",0,0,NA
"95991",2,2019,"Gas- Commercial","Y",1591,691902,435
"95993",1,2019,"Gas- Commercial","Y",1077,409196,380
"95993",3,2019,"Gas- Commercial","Y",1166,345387,296
"96001",2,2019,"Gas- Commercial","N",793,341173,430
"96002",1,2019,"Gas- Commercial","N",839,294430,351
"96002",3,2019,"Gas- Commercial","N",841,262108,312
"96003",2,2019,"Gas- Commercial","Y",622,278976,449
"96007",1,2019,"Gas- Commercial","Y",379,121761,321
"96007",3,2019,"Gas- Commercial","Y",378,106365,281
"96013",2,2019,"Gas- Commercial","Y",211,89627,425
"96019",1,2019,"Gas- Commercial","Y",0,0,NA
"96019",3,2019,"Gas- Commercial","Y",0,0,NA
"96021",2,2019,"Gas- Commercial","Y",0,0,NA
"96022",1,2019,"Gas- Commercial","Y",0,0,NA
"96022",3,2019,"Gas- Commercial","Y",0,0,NA
"96028",2,2019,"Gas- Commercial","Y",0,0,NA
"96035",1,2019,"Gas- Commercial","Y",0,0,NA
"96035",3,2019,"Gas- Commercial","Y",0,0,NA
"96056",2,2019,"Gas- Commercial","Y",0,0,NA
"96076",1,2019,"Gas- Commercial","Y",0,0,NA
"96076",3,2019,"Gas- Commercial","Y",0,0,NA
"96080",2,2019,"Gas- Commercial","Y",637,240767,378
"96088",1,2019,"Gas- Commercial","Y",0,0,NA
"96088",3,2019,"Gas- Commercial","Y",0,0,NA
"92304",1,2019,"Gas- Residential","Y",0,0,NA
"92304",3,2019,"Gas- Residential","Y",0,0,NA
"92365",2,2019,"Gas- Residential","Y",0,0,NA
"93203",1,2019,"Gas- Residential","Y",0,0,NA
"93203",3,2019,"Gas- Residential","Y",0,0,NA
"93204",2,2019,"Gas- Residential","N",2286,125607,55
"93210",1,2019,"Gas- Residential","Y",0,0,NA
"93210",3,2019,"Gas- Residential","Y",0,0,NA
"93224",2,2019,"Gas- Residential","Y",0,0,NA
"93234",1,2019,"Gas- Residential","Y",1439,59068,41
"93234",3,2019,"Gas- Residential","Y",1439,46995,33
"93239",2,2019,"Gas- Residential","N",332,15138,46
"93252",1,2019,"Gas- Residential","N",367,18526,50
"93252",3,2019,"Gas- Residential","N",367,13438,37
"93263",2,2019,"Gas- Residential","Y",0,0,NA
"93268",1,2019,"Gas- Residential","Y",4756,279357,59
"93268",3,2019,"Gas- Residential","Y",4758,195348,41
"93301",2,2019,"Gas- Residential","N",5051,315623,62
"93304",1,2019,"Gas- Residential","N",14922,883686,59
"93304",3,2019,"Gas- Residential","N",14906,576866,39
"93305",2,2019,"Gas- Residential","N",10606,626595,59
"93306",1,2019,"Gas- Residential","N",20912,1371952,66
"93306",3,2019,"Gas- Residential","N",20958,893630,43
"93307",2,2019,"Gas- Residential","Y",20259,1103350,54
"93308",1,2019,"Gas- Residential","N",5943,407578,69
"93308",3,2019,"Gas- Residential","N",5945,225231,38
"93309",2,2019,"Gas- Residential","Y",12285,752708,61
"93311",1,2019,"Gas- Residential","N",9449,624396,66
"93311",3,2019,"Gas- Residential","N",9487,371457,39
"93312",2,2019,"Gas- Residential","Y",0,0,NA
"93313",1,2019,"Gas- Residential","N",14789,887552,60
"93313",3,2019,"Gas- Residential","N",14800,590841,40
"93314",2,2019,"Gas- Residential","Y",1329,92938,70
"93446",1,2019,"Gas- Residential","Y",0,0,NA
"93446",3,2019,"Gas- Residential","Y",0,0,NA
"93450",2,2019,"Gas- Residential","N",123,5828,47
"93451",1,2019,"Gas- Residential","Y",0,0,NA
"93451",3,2019,"Gas- Residential","Y",0,0,NA
"93455",2,2019,"Gas- Residential","Y",0,0,NA
"93461",1,2019,"Gas- Residential","Y",319,20718,65
"93461",3,2019,"Gas- Residential","Y",320,16213,51
"93465",2,2019,"Gas- Residential","Y",0,0,NA
"93516",1,2019,"Gas- Residential","Y",730,62155,85
"93516",3,2019,"Gas- Residential","Y",734,44516,61
"93523",2,2019,"Gas- Residential","N",380,29621,78
"93526",1,2019,"Gas- Residential","Y",0,0,NA
"93526",3,2019,"Gas- Residential","Y",0,0,NA
"93555",2,2019,"Gas- Residential","N",12283,968016,79
"93561",1,2019,"Gas- Residential","N",1406,133589,95
"93561",3,2019,"Gas- Residential","N",1406,115429,82
"93562",2,2019,"Gas- Residential","N",681,43991,65
"93606",1,2019,"Gas- Residential","N",277,14583,53
"93606",3,2019,"Gas- Residential","N",279,10072,36
"93608",2,2019,"Gas- Residential","Y",0,0,NA
"93610",1,2019,"Gas- Residential","N",4241,270338,64
"93610",3,2019,"Gas- Residential","N",4235,169088,40
"93611",2,2019,"Gas- Residential","N",15874,1182936,75
"93612",1,2019,"Gas- Residential","N",13728,728389,53
"93612",3,2019,"Gas- Residential","N",13838,478312,35
"93616",2,2019,"Gas- Residential","Y",0,0,NA
"93619",1,2019,"Gas- Residential","N",9845,702997,71
"93619",3,2019,"Gas- Residential","N",9932,433580,44
"93620",2,2019,"Gas- Residential","N",2181,125772,58
"93622",1,2019,"Gas- Residential","N",2076,107430,52
"93622",3,2019,"Gas- Residential","N",2075,73835,36
"93625",2,2019,"Gas- Residential","Y",1789,123579,69
"93627",1,2019,"Gas- Residential","Y",0,0,NA
"93627",3,2019,"Gas- Residential","Y",0,0,NA
"93630",2,2019,"Gas- Residential","N",4400,266516,61
"93635",1,2019,"Gas- Residential","N",11963,730135,61
"93635",3,2019,"Gas- Residential","N",12007,460518,38
"93636",2,2019,"Gas- Residential","N",342,23275,68
"93637",1,2019,"Gas- Residential","N",10262,637053,62
"93637",3,2019,"Gas- Residential","N",10279,398835,39
"93638",2,2019,"Gas- Residential","Y",8244,387094,47
"93640",1,2019,"Gas- Residential","N",2545,117767,46
"93640",3,2019,"Gas- Residential","N",2559,92383,36
"93650",2,2019,"Gas- Residential","N",1226,79337,65
"93653",1,2019,"Gas- Residential","Y",0,0,NA
"93653",3,2019,"Gas- Residential","Y",0,0,NA
"93657",2,2019,"Gas- Residential","Y",7576,473147,62
"93660",1,2019,"Gas- Residential","Y",966,42150,44
"93660",3,2019,"Gas- Residential","Y",964,31487,33
"93662",2,2019,"Gas- Residential","N",5930,343761,58
"93665",1,2019,"Gas- Residential","N",186,10086,54
"93665",3,2019,"Gas- Residential","N",186,7295,39
"93667",2,2019,"Gas- Residential","Y",0,0,NA
"93668",1,2019,"Gas- Residential","N",198,10862,55
