"ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALTHM","AVERAGETHM"
"95694",8,2019,"Gas- Commercial","Y",0,0,NA
"95695",7,2019,"Gas- Commercial","Y",603,58914,98
"95695",9,2019,"Gas- Commercial","Y",0,0,NA
"95698",8,2019,"Gas- Commercial","Y",0,0,NA
"95720",7,2019,"Gas- Commercial","Y",0,0,NA
"95720",9,2019,"Gas- Commercial","Y",0,0,NA
"95722",8,2019,"Gas- Commercial","Y",0,0,NA
"95742",7,2019,"Gas- Commercial","Y",0,0,NA
"95742",9,2019,"Gas- Commercial","Y",0,0,NA
"95746",8,2019,"Gas- Commercial","N",193,17844,92
"95747",7,2019,"Gas- Commercial","Y",0,0,NA
"95747",9,2019,"Gas- Commercial","Y",0,0,NA
"95757",8,2019,"Gas- Commercial","Y",0,0,NA
"95758",7,2019,"Gas- Commercial","Y",0,0,NA
"95758",9,2019,"Gas- Commercial","Y",0,0,NA
"95762",8,2019,"Gas- Commercial","Y",482,43722,91
"95765",7,2019,"Gas- Commercial","Y",0,0,NA
"95765",9,2019,"Gas- Commercial","Y",0,0,NA
"95776",8,2019,"Gas- Commercial","Y",0,0,NA
"95811",7,2019,"Gas- Commercial","N",250,53317,213
"95811",9,2019,"Gas- Commercial","Y",0,0,NA
"95814",8,2019,"Gas- Commercial","Y",0,0,NA
"95815",7,2019,"Gas- Commercial","Y",813,173237,213
"95815",9,2019,"Gas- Commercial","Y",0,0,NA
"95816",8,2019,"Gas- Commercial","Y",724,148795,206
"95817",7,2019,"Gas- Commercial","N",152,35858,236
"95817",9,2019,"Gas- Commercial","Y",0,0,NA
"95818",8,2019,"Gas- Commercial","Y",0,0,NA
"95819",7,2019,"Gas- Commercial","Y",0,0,NA
"95819",9,2019,"Gas- Commercial","Y",0,0,NA
"95820",8,2019,"Gas- Commercial","Y",567,113706,201
"95821",7,2019,"Gas- Commercial","N",385,48212,125
"95821",9,2019,"Gas- Commercial","N",384,52599,137
"95822",8,2019,"Gas- Commercial","Y",0,0,NA
"95823",7,2019,"Gas- Commercial","Y",1240,341621,276
"95823",9,2019,"Gas- Commercial","Y",1568,553746,353
"95824",8,2019,"Gas- Commercial","Y",0,0,NA
"95825",7,2019,"Gas- Commercial","N",765,146233,191
"95825",9,2019,"Gas- Commercial","Y",2940,741068,252
"95826",8,2019,"Gas- Commercial","Y",840,144645,172
"95827",7,2019,"Gas- Commercial","Y",0,0,NA
"95827",9,2019,"Gas- Commercial","Y",0,0,NA
"95828",8,2019,"Gas- Commercial","Y",0,0,NA
"95829",7,2019,"Gas- Commercial","Y",0,0,NA
"95829",9,2019,"Gas- Commercial","Y",0,0,NA
"95830",8,2019,"Gas- Commercial","Y",0,0,NA
"95831",7,2019,"Gas- Commercial","Y",0,0,NA
"95831",9,2019,"Gas- Commercial","N",176,41567,236
"95832",8,2019,"Gas- Commercial","Y",0,0,NA
"95833",7,2019,"Gas- Commercial","Y",0,0,NA
"95833",9,2019,"Gas- Commercial","Y",0,0,NA
"95834",8,2019,"Gas- Commercial","Y",4536,1128751,249
"95835",7,2019,"Gas- Commercial","Y",0,0,NA
"95835",9,2019,"Gas- Commercial","N",69,29583,429
"95836",8,2019,"Gas- Commercial","Y",0,0,NA
"95837",7,2019,"Gas- Commercial","Y",0,0,NA
"95837",9,2019,"Gas- Commercial","Y",0,0,NA
"95838",8,2019,"Gas- Commercial","Y",0,0,NA
"95841",7,2019,"Gas- Commercial","N",316,35877,114
"95841",9,2019,"Gas- Commercial","N",310,37416,121
"95842",8,2019,"Gas- Commercial","N",116,23236,200
"95843",7,2019,"Gas- Commercial","N",104,16523,159
"95843",9,2019,"Gas- Commercial","N",105,16845,160
"95864",8,2019,"Gas- Commercial","Y",0,0,NA
"95901",7,2019,"Gas- Commercial","Y",0,0,NA
"95901",9,2019,"Gas- Commercial","Y",0,0,NA
"95903",8,2019,"Gas- Commercial","Y",0,0,NA
"95912",7,2019,"Gas- Commercial","Y",0,0,NA
"95912",9,2019,"Gas- Commercial","Y",0,0,NA
"95917",8,2019,"Gas- Commercial","Y",0,0,NA
"95920",7,2019,"Gas- Commercial","Y",0,0,NA
"95920",9,2019,"Gas- Commercial","Y",0,0,NA
"95926",8,2019,"Gas- Commercial","Y",3074,354251,115
"95928",7,2019,"Gas- Commercial","Y",4939,622389,126
"95928",9,2019,"Gas- Commercial","Y",1550,244460,158
"95932",8,2019,"Gas- Commercial","Y",0,0,NA
"95937",7,2019,"Gas- Commercial","Y",0,0,NA
"95937",9,2019,"Gas- Commercial","Y",0,0,NA
"95938",8,2019,"Gas- Commercial","Y",0,0,NA
"95943",7,2019,"Gas- Commercial","Y",0,0,NA
"95943",9,2019,"Gas- Commercial","Y",0,0,NA
"95945",8,2019,"Gas- Commercial","Y",1197,100267,84
"95946",7,2019,"Gas- Commercial","Y",0,0,NA
"95946",9,2019,"Gas- Commercial","Y",0,0,NA
"95948",8,2019,"Gas- Commercial","Y",0,0,NA
"95949",7,2019,"Gas- Commercial","Y",0,0,NA
"95949",9,2019,"Gas- Commercial","Y",0,0,NA
"95951",8,2019,"Gas- Commercial","Y",0,0,NA
"95953",7,2019,"Gas- Commercial","Y",0,0,NA
"95953",9,2019,"Gas- Commercial","Y",0,0,NA
"95955",8,2019,"Gas- Commercial","Y",0,0,NA
"95957",7,2019,"Gas- Commercial","Y",0,0,NA
"95957",9,2019,"Gas- Commercial","Y",0,0,NA
"95959",8,2019,"Gas- Commercial","Y",0,0,NA
"95961",7,2019,"Gas- Commercial","Y",0,0,NA
"95961",9,2019,"Gas- Commercial","Y",0,0,NA
"95963",8,2019,"Gas- Commercial","Y",0,0,NA
"95965",7,2019,"Gas- Commercial","Y",0,0,NA
"95965",9,2019,"Gas- Commercial","Y",860,98507,115
"95966",8,2019,"Gas- Commercial","Y",0,0,NA
"95968",7,2019,"Gas- Commercial","Y",0,0,NA
"95968",9,2019,"Gas- Commercial","Y",0,0,NA
"95969",8,2019,"Gas- Commercial","Y",0,0,NA
"95970",7,2019,"Gas- Commercial","Y",0,0,NA
"95970",9,2019,"Gas- Commercial","Y",0,0,NA
"95973",8,2019,"Gas- Commercial","Y",0,0,NA
"95975",7,2019,"Gas- Commercial","Y",0,0,NA
"95975",9,2019,"Gas- Commercial","Y",0,0,NA
"95982",8,2019,"Gas- Commercial","Y",0,0,NA
"95987",7,2019,"Gas- Commercial","Y",0,0,NA
"95987",9,2019,"Gas- Commercial","Y",0,0,NA
"95988",8,2019,"Gas- Commercial","Y",0,0,NA
"95991",7,2019,"Gas- Commercial","Y",2549,365265,143
"95991",9,2019,"Gas- Commercial","Y",2944,1041497,354
"95993",8,2019,"Gas- Commercial","Y",0,0,NA
"96001",7,2019,"Gas- Commercial","Y",0,0,NA
"96001",9,2019,"Gas- Commercial","Y",0,0,NA
"96002",8,2019,"Gas- Commercial","Y",1974,253899,129
"96003",7,2019,"Gas- Commercial","Y",619,76086,123
"96003",9,2019,"Gas- Commercial","Y",619,82640,134
"96007",8,2019,"Gas- Commercial","Y",0,0,NA
"96013",7,2019,"Gas- Commercial","Y",210,15914,76
"96013",9,2019,"Gas- Commercial","Y",212,19595,92
"96019",8,2019,"Gas- Commercial","Y",0,0,NA
"96021",7,2019,"Gas- Commercial","Y",0,0,NA
"96021",9,2019,"Gas- Commercial","Y",0,0,NA
"96022",8,2019,"Gas- Commercial","Y",0,0,NA
"96028",7,2019,"Gas- Commercial","Y",0,0,NA
"96028",9,2019,"Gas- Commercial","Y",0,0,NA
"96035",8,2019,"Gas- Commercial","Y",0,0,NA
"96056",7,2019,"Gas- Commercial","Y",0,0,NA
"96056",9,2019,"Gas- Commercial","Y",0,0,NA
"96076",8,2019,"Gas- Commercial","Y",0,0,NA
"96080",7,2019,"Gas- Commercial","Y",0,0,NA
"96080",9,2019,"Gas- Commercial","Y",635,85409,135
"96088",8,2019,"Gas- Commercial","Y",0,0,NA
"92304",8,2019,"Gas- Residential","Y",0,0,NA
"92365",7,2019,"Gas- Residential","Y",0,0,NA
"92365",9,2019,"Gas- Residential","Y",0,0,NA
"93203",8,2019,"Gas- Residential","Y",0,0,NA
"93204",7,2019,"Gas- Residential","N",2299,35668,16
"93204",9,2019,"Gas- Residential","N",2304,48527,21
"93210",8,2019,"Gas- Residential","Y",0,0,NA
"93224",7,2019,"Gas- Residential","Y",0,0,NA
"93224",9,2019,"Gas- Residential","Y",0,0,NA
"93234",8,2019,"Gas- Residential","Y",1458,24094,17
"93239",7,2019,"Gas- Residential","N",333,4604,14
"93239",9,2019,"Gas- Residential","N",335,4723,14
"93252",8,2019,"Gas- Residential","N",373,4769,13
"93263",7,2019,"Gas- Residential","Y",0,0,NA
"93263",9,2019,"Gas- Residential","Y",0,0,NA
"93268",8,2019,"Gas- Residential","Y",4787,75954,16
"93301",7,2019,"Gas- Residential","N",5112,66916,13
"93301",9,2019,"Gas- Residential","N",5095,80554,16
"93304",8,2019,"Gas- Residential","N",15051,282546,19
"93305",7,2019,"Gas- Residential","N",10762,172703,16
"93305",9,2019,"Gas- Residential","N",10771,185943,17
"93306",8,2019,"Gas- Residential","N",21147,395550,19
"93307",7,2019,"Gas- Residential","Y",20546,362730,18
"93307",9,2019,"Gas- Residential","Y",20625,358410,17
"93308",8,2019,"Gas- Residential","N",6037,98672,16
"93309",7,2019,"Gas- Residential","Y",12370,155778,13
"93309",9,2019,"Gas- Residential","Y",12384,163789,13
"93311",8,2019,"Gas- Residential","N",9634,141244,15
"93312",7,2019,"Gas- Residential","Y",0,0,NA
"93312",9,2019,"Gas- Residential","Y",0,0,NA
"93313",8,2019,"Gas- Residential","N",14992,246681,16
"93314",7,2019,"Gas- Residential","Y",1350,17836,13
"93314",9,2019,"Gas- Residential","Y",1369,19063,14
"93446",8,2019,"Gas- Residential","Y",0,0,NA
"93450",7,2019,"Gas- Residential","N",123,2363,19
"93450",9,2019,"Gas- Residential","N",122,2236,18
"93451",8,2019,"Gas- Residential","Y",0,0,NA
"93461",7,2019,"Gas- Residential","Y",319,4791,15
"93461",9,2019,"Gas- Residential","Y",321,4959,15
"93465",8,2019,"Gas- Residential","Y",0,0,NA
"93516",7,2019,"Gas- Residential","Y",722,11532,16
"93516",9,2019,"Gas- Residential","Y",731,12198,17
"93523",8,2019,"Gas- Residential","N",387,4529,12
"93526",7,2019,"Gas- Residential","Y",0,0,NA
"93526",9,2019,"Gas- Residential","Y",0,0,NA
"93555",8,2019,"Gas- Residential","N",12270,134651,11
"93561",7,2019,"Gas- Residential","N",1403,22910,16
"93561",9,2019,"Gas- Residential","N",1396,28362,20
"93562",8,2019,"Gas- Residential","N",664,11505,17
"93606",7,2019,"Gas- Residential","N",280,8889,32
"93606",9,2019,"Gas- Residential","N",281,4579,16
"93608",8,2019,"Gas- Residential","Y",0,0,NA
"93610",7,2019,"Gas- Residential","N",4252,58357,14
"93610",9,2019,"Gas- Residential","N",4259,74106,17
"93611",8,2019,"Gas- Residential","N",15973,207465,13
"93612",7,2019,"Gas- Residential","N",13914,171894,12
"93612",9,2019,"Gas- Residential","N",13967,173473,12
"93616",8,2019,"Gas- Residential","Y",0,0,NA
"93619",7,2019,"Gas- Residential","N",10143,119619,12
"93619",9,2019,"Gas- Residential","N",10214,134500,13
"93620",8,2019,"Gas- Residential","N",2197,29138,13
"93622",7,2019,"Gas- Residential","N",2077,32959,16
"93622",9,2019,"Gas- Residential","N",2073,33616,16
"93625",8,2019,"Gas- Residential","Y",1803,24769,14
"93627",7,2019,"Gas- Residential","Y",0,0,NA
"93627",9,2019,"Gas- Residential","Y",0,0,NA
"93630",8,2019,"Gas- Residential","N",4429,56124,13
"93635",7,2019,"Gas- Residential","N",12084,177506,15
"93635",9,2019,"Gas- Residential","N",12114,179100,15
"93636",8,2019,"Gas- Residential","N",443,5059,11
"93637",7,2019,"Gas- Residential","N",10331,134827,13
"93637",9,2019,"Gas- Residential","N",10325,137188,13
"93638",8,2019,"Gas- Residential","Y",8348,125856,15
"93640",7,2019,"Gas- Residential","N",2583,54078,21
"93640",9,2019,"Gas- Residential","N",2598,55748,21
"93650",8,2019,"Gas- Residential","N",1237,18243,15
"93653",7,2019,"Gas- Residential","Y",0,0,NA
"93653",9,2019,"Gas- Residential","Y",0,0,NA
"93657",8,2019,"Gas- Residential","Y",7592,112984,15
"93660",7,2019,"Gas- Residential","Y",959,16904,18
"93660",9,2019,"Gas- Residential","Y",963,22934,24
"93662",8,2019,"Gas- Residential","N",5955,90296,15
"93665",7,2019,"Gas- Residential","N",187,3139,17
"93665",9,2019,"Gas- Residential","N",189,3118,16
"93667",8,2019,"Gas- Residential","Y",0,0,NA
"93668",7,2019,"Gas- Residential","N",200,5055,25
"93668",9,2019,"Gas- Residential","N",200,2425,12
"93701",8,2019,"Gas- Residential","N",3495,62466,18
"93702",7,2019,"Gas- Residential","N",11603,202832,17
"93702",9,2019,"Gas- Residential","N",11591,197653,17
"93703",8,2019,"Gas- Residential","N",9659,150119,16
"93704",7,2019,"Gas- Residential","N",11363,149111,13
"93704",9,2019,"Gas- Residential","N",11365,154588,14
"93705",8,2019,"Gas- Residential","N",11915,169091,14
"93706",7,2019,"Gas- Residential","N",8177,131449,16
"93706",9,2019,"Gas- Residential","N",8183,138619,17
"93710",8,2019,"Gas- Residential","N",10698,135617,13
"93711",7,2019,"Gas- Residential","N",15385,229861,15
"93711",9,2019,"Gas- Residential","N",15394,244934,16
"93720",8,2019,"Gas- Residential","N",18191,240969,13
"93721",7,2019,"Gas- Residential","N",1460,19271,13
"93721",9,2019,"Gas- Residential","N",1446,18706,13
"93722",8,2019,"Gas- Residential","N",25939,346686,13
"93723",7,2019,"Gas- Residential","N",2519,31259,12
"93723",9,2019,"Gas- Residential","N",2517,33696,13
"93725",8,2019,"Gas- Residential","N",5238,76172,15
"93726",7,2019,"Gas- Residential","N",14106,188569,13
"93726",9,2019,"Gas- Residential","N",14095,195104,14
"93727",8,2019,"Gas- Residential","N",22756,306515,13
"93728",7,2019,"Gas- Residential","N",5232,85673,16
"93728",9,2019,"Gas- Residential","N",5234,84440,16
"93730",8,2019,"Gas- Residential","N",4297,61899,14
"93737",7,2019,"Gas- Residential","N",892,10048,11
"93737",9,2019,"Gas- Residential","N",896,13045,15
"93901",8,2019,"Gas- Residential","N",9097,182771,20
"93905",7,2019,"Gas- Residential","N",12188,324707,27
"93905",9,2019,"Gas- Residential","N",12210,299626,25
"93906",8,2019,"Gas- Residential","N",15716,350471,22
"93907",7,2019,"Gas- Residential","N",5046,107302,21
"93907",9,2019,"Gas- Residential","N",5042,97316,19
"93908",8,2019,"Gas- Residential","N",3042,71256,23
"93920",7,2019,"Gas- Residential","Y",0,0,NA
"93920",9,2019,"Gas- Residential","Y",0,0,NA
"93921",8,2019,"Gas- Residential","N",1660,42834,26
"93923",7,2019,"Gas- Residential","N",5421,182834,34
"93923",9,2019,"Gas- Residential","N",5416,144228,27
"93924",8,2019,"Gas- Residential","N",1453,36800,25
"93925",7,2019,"Gas- Residential","N",236,6480,27
"93925",9,2019,"Gas- Residential","N",233,6021,26
"93926",8,2019,"Gas- Residential","N",2031,45470,22
"93927",7,2019,"Gas- Residential","Y",3892,96320,25
"93927",9,2019,"Gas- Residential","Y",3889,96894,25
"93930",8,2019,"Gas- Residential","Y",3566,77682,22
"93933",7,2019,"Gas- Residential","N",8368,164012,20
"93933",9,2019,"Gas- Residential","N",8398,147330,18
"93940",8,2019,"Gas- Residential","Y",11399,261185,23
"93943",7,2019,"Gas- Residential","Y",0,0,NA
"93943",9,2019,"Gas- Residential","Y",0,0,NA
"93950",8,2019,"Gas- Residential","N",6854,146454,21
"93953",7,2019,"Gas- Residential","N",2741,127645,47
"93953",9,2019,"Gas- Residential","N",2745,93923,34
"93955",8,2019,"Gas- Residential","N",8700,183097,21
"93960",7,2019,"Gas- Residential","N",4253,99591,23
"93960",9,2019,"Gas- Residential","N",4269,91870,22
"93962",8,2019,"Gas- Residential","N",268,5933,22
"94002",7,2019,"Gas- Residential","N",9463,188818,20
"94002",9,2019,"Gas- Residential","N",9491,181287,19
"94005",8,2019,"Gas- Residential","N",1748,29523,17
"94010",7,2019,"Gas- Residential","N",14391,428438,30
"94010",9,2019,"Gas- Residential","N",14386,432918,30
"94014",8,2019,"Gas- Residential","N",12010,284686,24
"94015",7,2019,"Gas- Residential","N",15459,433473,28
"94015",9,2019,"Gas- Residential","N",15455,362614,23
"94018",8,2019,"Gas- Residential","N",1658,30903,19
"94019",7,2019,"Gas- Residential","N",4074,99085,24
"94019",9,2019,"Gas- Residential","N",4075,86836,21
"94020",8,2019,"Gas- Residential","Y",0,0,NA
"94022",7,2019,"Gas- Residential","N",6689,173575,26
"94022",9,2019,"Gas- Residential","N",6688,210902,32
"94024",8,2019,"Gas- Residential","N",7588,168376,22
"94025",7,2019,"Gas- Residential","N",14448,296752,21
"94025",9,2019,"Gas- Residential","N",14457,316568,22
"94027",8,2019,"Gas- Residential","N",2394,148615,62
"94028",7,2019,"Gas- Residential","N",2252,70107,31
"94028",9,2019,"Gas- Residential","N",2255,76820,34
"94030",8,2019,"Gas- Residential","N",7272,136598,19
"94035",7,2019,"Gas- Residential","Y",0,0,NA
"94035",9,2019,"Gas- Residential","Y",0,0,NA
"94037",8,2019,"Gas- Residential","N",786,16546,21
"94038",7,2019,"Gas- Residential","N",606,18368,30
"94038",9,2019,"Gas- Residential","N",610,16217,27
"94040",8,2019,"Gas- Residential","N",9863,200996,20
"94041",7,2019,"Gas- Residential","N",5299,90118,17
"94041",9,2019,"Gas- Residential","N",5280,92223,17
"94043",8,2019,"Gas- Residential","Y",8601,175909,20
"94044",7,2019,"Gas- Residential","N",12611,318310,25
"94044",9,2019,"Gas- Residential","N",12614,269931,21
"94061",8,2019,"Gas- Residential","N",12255,206206,17
"94062",7,2019,"Gas- Residential","N",8613,227973,26
"94062",9,2019,"Gas- Residential","N",8628,244466,28
"94063",8,2019,"Gas- Residential","N",6913,149157,22
"94065",7,2019,"Gas- Residential","N",4219,68397,16
"94065",9,2019,"Gas- Residential","N",4220,66823,16
"94066",8,2019,"Gas- Residential","N",11427,248189,22
"94070",7,2019,"Gas- Residential","N",11210,219452,20
"94070",9,2019,"Gas- Residential","N",11225,229882,20
"94080",8,2019,"Gas- Residential","N",17610,378287,21
"94085",7,2019,"Gas- Residential","N",5977,122558,21
"94085",9,2019,"Gas- Residential","N",6014,119879,20
"94086",8,2019,"Gas- Residential","N",12379,253381,20
"94087",7,2019,"Gas- Residential","N",17102,283227,17
"94087",9,2019,"Gas- Residential","N",17124,294587,17
"94089",8,2019,"Gas- Residential","N",3406,103179,30
"94102",7,2019,"Gas- Residential","N",5473,274000,50
"94102",9,2019,"Gas- Residential","N",5468,192503,35
"94103",8,2019,"Gas- Residential","N",5997,176908,29
"94104",7,2019,"Gas- Residential","Y",0,0,NA
"94104",9,2019,"Gas- Residential","Y",0,0,NA
"94105",8,2019,"Gas- Residential","N",201,75202,374
"94107",7,2019,"Gas- Residential","Y",5631,190943,34
"94107",9,2019,"Gas- Residential","Y",5626,167768,30
"94108",8,2019,"Gas- Residential","Y",3677,123703,34
"94109",7,2019,"Gas- Residential","N",19881,788775,40
"94109",9,2019,"Gas- Residential","N",19871,626160,32
"94110",8,2019,"Gas- Residential","N",22532,416736,18
"94111",7,2019,"Gas- Residential","Y",0,0,NA
"94111",9,2019,"Gas- Residential","Y",0,0,NA
"94112",8,2019,"Gas- Residential","N",18591,448519,24
"94114",7,2019,"Gas- Residential","N",14594,316515,22
"94114",9,2019,"Gas- Residential","N",14583,268752,18
"94115",8,2019,"Gas- Residential","N",10940,369551,34
"94116",7,2019,"Gas- Residential","N",13381,332037,25
"94116",9,2019,"Gas- Residential","N",13387,280915,21
"94117",8,2019,"Gas- Residential","N",15960,334687,21
"94118",7,2019,"Gas- Residential","N",14945,414007,28
"94118",9,2019,"Gas- Residential","N",14955,351823,24
"94121",8,2019,"Gas- Residential","N",15180,344766,23
"94122",7,2019,"Gas- Residential","N",19138,458557,24
"94122",9,2019,"Gas- Residential","N",19129,388125,20
"94123",8,2019,"Gas- Residential","N",12013,303236,25
"94124",7,2019,"Gas- Residential","N",8101,231593,29
"94124",9,2019,"Gas- Residential","N",8102,214251,26
"94127",8,2019,"Gas- Residential","N",6820,170104,25
"94129",7,2019,"Gas- Residential","N",653,39260,60
"94129",9,2019,"Gas- Residential","N",658,32450,49
"94131",8,2019,"Gas- Residential","N",10342,222052,21
"94132",7,2019,"Gas- Residential","N",6125,246918,40
"94132",9,2019,"Gas- Residential","N",6174,218782,35
"94133",8,2019,"Gas- Residential","N",7768,204160,26
"94134",7,2019,"Gas- Residential","N",8912,236140,26
"94134",9,2019,"Gas- Residential","N",8909,221815,25
"94158",8,2019,"Gas- Residential","Y",0,0,NA
"94303",7,2019,"Gas- Residential","N",5797,145640,25
"94303",9,2019,"Gas- Residential","N",5804,142964,25
"94305",8,2019,"Gas- Residential","Y",847,33171,39
"94306",7,2019,"Gas- Residential","Y",0,0,NA
"94306",9,2019,"Gas- Residential","Y",0,0,NA
"94401",8,2019,"Gas- Residential","N",8867,198649,22
"94402",7,2019,"Gas- Residential","N",8613,191517,22
"94402",9,2019,"Gas- Residential","N",8613,188990,22
"94403",8,2019,"Gas- Residential","N",13246,269801,20
"94404",7,2019,"Gas- Residential","N",9747,205355,21
"94404",9,2019,"Gas- Residential","N",9743,204163,21
"94501",8,2019,"Gas- Residential","N",19382,360484,19
"94502",7,2019,"Gas- Residential","N",5011,75989,15
"94502",9,2019,"Gas- Residential","N",5020,68816,14
"94503",8,2019,"Gas- Residential","N",5555,96312,17
"94505",7,2019,"Gas- Residential","N",5444,84417,16
"94505",9,2019,"Gas- Residential","N",5451,86286,16
"94506",8,2019,"Gas- Residential","N",8227,183988,22
"94507",7,2019,"Gas- Residential","N",5343,171878,32
"94507",9,2019,"Gas- Residential","N",5361,174102,32
"94508",8,2019,"Gas- Residential","N",757,16442,22
"94509",7,2019,"Gas- Residential","N",20821,291018,14
"94509",9,2019,"Gas- Residential","N",20829,273594,13
"94510",8,2019,"Gas- Residential","N",10241,144601,14
"94513",7,2019,"Gas- Residential","N",20279,290334,14
"94513",9,2019,"Gas- Residential","N",20328,304436,15
"94514",8,2019,"Gas- Residential","N",635,8374,13
"94515",7,2019,"Gas- Residential","N",1644,31629,19
"94515",9,2019,"Gas- Residential","N",1634,33474,20
"94517",8,2019,"Gas- Residential","N",4049,57265,14
"94518",7,2019,"Gas- Residential","N",9295,133624,14
"94518",9,2019,"Gas- Residential","N",9286,128064,14
"94519",8,2019,"Gas- Residential","N",6612,81549,12
"94520",7,2019,"Gas- Residential","N",10731,177047,16
"94520",9,2019,"Gas- Residential","N",10700,171743,16
"94521",8,2019,"Gas- Residential","N",15242,193305,13
"94523",7,2019,"Gas- Residential","N",11719,186221,16
"94523",9,2019,"Gas- Residential","N",11700,172955,15
"94525",8,2019,"Gas- Residential","Y",1522,22667,15
"94526",7,2019,"Gas- Residential","N",11865,238023,20
"94526",9,2019,"Gas- Residential","N",11866,243369,21
"94528",8,2019,"Gas- Residential","N",368,14401,39
"94530",7,2019,"Gas- Residential","N",9707,184131,19
"94530",9,2019,"Gas- Residential","N",9706,170075,18
"94531",8,2019,"Gas- Residential","N",12886,179285,14
"94533",7,2019,"Gas- Residential","Y",23119,370795,16
"94533",9,2019,"Gas- Residential","Y",23140,386222,17
"94534",8,2019,"Gas- Residential","N",12936,199678,15
"94535",7,2019,"Gas- Residential","Y",0,0,NA
"94535",9,2019,"Gas- Residential","Y",0,0,NA
"94536",8,2019,"Gas- Residential","N",21237,352740,17
"94538",7,2019,"Gas- Residential","N",15517,283004,18
"94538",9,2019,"Gas- Residential","N",15511,286583,18
"94539",8,2019,"Gas- Residential","N",15659,221088,14
"94541",7,2019,"Gas- Residential","N",19179,374927,20
"94541",9,2019,"Gas- Residential","N",19193,371849,19
"94542",8,2019,"Gas- Residential","N",4147,82407,20
"94544",7,2019,"Gas- Residential","N",19767,423920,21
"94544",9,2019,"Gas- Residential","N",19787,403482,20
"94545",8,2019,"Gas- Residential","N",8980,159707,18
"94546",7,2019,"Gas- Residential","N",15367,265073,17
"94546",9,2019,"Gas- Residential","N",15369,276211,18
"94547",8,2019,"Gas- Residential","N",8230,123558,15
"94548",7,2019,"Gas- Residential","Y",0,0,NA
"94548",9,2019,"Gas- Residential","Y",0,0,NA
"94549",8,2019,"Gas- Residential","N",9884,240613,24
"94550",7,2019,"Gas- Residential","N",16833,256719,15
"94550",9,2019,"Gas- Residential","N",16806,269959,16
"94551",8,2019,"Gas- Residential","N",12863,165345,13
"94552",7,2019,"Gas- Residential","N",4636,72506,16
"94552",9,2019,"Gas- Residential","N",4625,70958,15
"94553",8,2019,"Gas- Residential","N",17580,228377,13
"94555",7,2019,"Gas- Residential","N",11614,177852,15
"94555",9,2019,"Gas- Residential","N",11590,180088,16
"94556",8,2019,"Gas- Residential","N",5512,101475,18
"94558",7,2019,"Gas- Residential","N",20251,355532,18
"94558",9,2019,"Gas- Residential","N",20245,361100,18
"94559",8,2019,"Gas- Residential","N",9812,145569,15
"94560",7,2019,"Gas- Residential","N",13822,224870,16
"94560",9,2019,"Gas- Residential","N",13866,220431,16
"94561",8,2019,"Gas- Residential","Y",12152,173506,14
"94563",7,2019,"Gas- Residential","N",6653,157940,24
"94563",9,2019,"Gas- Residential","N",6660,165733,25
"94564",8,2019,"Gas- Residential","N",6426,101486,16
"94565",7,2019,"Gas- Residential","N",27567,406691,15
"94565",9,2019,"Gas- Residential","N",27582,412978,15
"94566",8,2019,"Gas- Residential","N",13994,247829,18
"94568",7,2019,"Gas- Residential","N",20670,324524,16
"94568",9,2019,"Gas- Residential","N",20757,365436,18
"94569",8,2019,"Gas- Residential","Y",0,0,NA
"94571",7,2019,"Gas- Residential","N",4868,52030,11
"94571",9,2019,"Gas- Residential","N",4905,65978,13
"94572",8,2019,"Gas- Residential","N",2932,53449,18
"94574",7,2019,"Gas- Residential","N",2965,52727,18
"94574",9,2019,"Gas- Residential","N",2961,56091,19
"94576",8,2019,"Gas- Residential","N",162,2844,18
"94577",7,2019,"Gas- Residential","N",14395,279377,19
"94577",9,2019,"Gas- Residential","N",14386,263404,18
"94578",8,2019,"Gas- Residential","N",10672,213067,20
"94579",7,2019,"Gas- Residential","N",6102,125179,21
"94579",9,2019,"Gas- Residential","N",6103,129655,21
"94580",8,2019,"Gas- Residential","N",8399,152366,18
"94582",7,2019,"Gas- Residential","N",14202,222456,16
"94582",9,2019,"Gas- Residential","N",14271,234456,16
"94583",8,2019,"Gas- Residential","N",13036,219147,17
"94585",7,2019,"Gas- Residential","N",8945,133346,15
"94585",9,2019,"Gas- Residential","N",8945,134021,15
"94586",8,2019,"Gas- Residential","N",247,3890,16
"94587",7,2019,"Gas- Residential","N",18605,352514,19
"94587",9,2019,"Gas- Residential","N",18599,337274,18
"94588",8,2019,"Gas- Residential","N",10059,165806,16
"94589",7,2019,"Gas- Residential","N",8703,153854,18
"94589",9,2019,"Gas- Residential","N",8706,143932,17
"94590",8,2019,"Gas- Residential","N",13130,215256,16
"94591",7,2019,"Gas- Residential","N",18264,282852,15
"94591",9,2019,"Gas- Residential","N",18267,270073,15
"94595",8,2019,"Gas- Residential","N",6976,92604,13
"94596",7,2019,"Gas- Residential","N",6477,168649,26
"94596",9,2019,"Gas- Residential","N",6473,142273,22
"94597",8,2019,"Gas- Residential","N",8284,118247,14
"94598",7,2019,"Gas- Residential","N",9529,164989,17
"94598",9,2019,"Gas- Residential","N",9528,175423,18
"94599",8,2019,"Gas- Residential","N",948,14890,16
"94601",7,2019,"Gas- Residential","N",13463,280235,21
"94601",9,2019,"Gas- Residential","N",13443,270099,20
